SAMPLE_ID,ct_path,seg_path,coordX,coordY,coordZ,w,h,d
SAMPLE_1015,Intgmultiomics_ct_nifti/SAMPLE_1015.nii,Intgmultiomics_seg_nifti/SAMPLE_1015_seg.nii.gz,-68.90625,-21.4375,-160.87298583984375,12.25,13.78125,7.5
SAMPLE_0655,Intgmultiomics_ct_nifti/SAMPLE_0655.nii,Intgmultiomics_seg_nifti/SAMPLE_0655_seg.nii.gz,65.77812194824219,106.62578105926514,42.50999450683594,9.5703125,8.203125,6.0
SAMPLE_0234,Intgmultiomics_ct_nifti/SAMPLE_0234.nii,Intgmultiomics_seg_nifti/SAMPLE_0234_seg.nii.gz,71.06237411499023,34.05067324638367,-190.0,6.662106156349182,6.662106156349182,7.5
SAMPLE_0593,Intgmultiomics_ct_nifti/SAMPLE_0593.nii,Intgmultiomics_seg_nifti/SAMPLE_0593_seg.nii.gz,96.48192238807678,74.62508392333984,-216.67498779296875,38.089855432510376,36.53516745567322,45.0
SAMPLE_1806,Intgmultiomics_ct_nifti/SAMPLE_1806.nii,Intgmultiomics_seg_nifti/SAMPLE_1806_seg.nii.gz,95.6513671875,-113.3818359375,-1172.800048828125,15.15234375,16.8359375,16.0
SAMPLE_1474,Intgmultiomics_ct_nifti/SAMPLE_1474.nii,Intgmultiomics_seg_nifti/SAMPLE_1474_seg.nii.gz,83.14449000358582,79.44917798042297,-240.22100830078125,15.705076098442078,12.933592081069946,14.375
SAMPLE_1302,Intgmultiomics_ct_nifti/SAMPLE_1302.nii,Intgmultiomics_seg_nifti/SAMPLE_1302_seg.nii.gz,-39.564428210258484,81.65433895587921,-156.4739990234375,11.785157918930054,11.785157918930054,6.25
SAMPLE_0930,Intgmultiomics_ct_nifti/SAMPLE_0930.nii,Intgmultiomics_seg_nifti/SAMPLE_0930_seg.nii.gz,98.80390930175781,238.27578115463257,-675.8400268554688,9.5703125,10.9375,7.0
SAMPLE_0542,Intgmultiomics_ct_nifti/SAMPLE_0542.nii,Intgmultiomics_seg_nifti/SAMPLE_0542_seg.nii.gz,31.775927901268005,66.77347803115845,-100.34600830078125,7.154297947883606,7.154297947883606,7.5
SAMPLE_0684,Intgmultiomics_ct_nifti/SAMPLE_0684.nii,Intgmultiomics_seg_nifti/SAMPLE_0684_seg.nii.gz,-81.57808589935303,20.39459776878357,-42.954010009765625,7.093751907348633,7.980470895767212,6.25
SAMPLE_0123,Intgmultiomics_ct_nifti/SAMPLE_0123.nii,Intgmultiomics_seg_nifti/SAMPLE_0123_seg.nii.gz,-102.96421813964844,10.5068359375,-178.175537109375,13.04296875,15.216796875,8.0
SAMPLE_1763,Intgmultiomics_ct_nifti/SAMPLE_1763.nii,Intgmultiomics_seg_nifti/SAMPLE_1763_seg.nii.gz,-68.90633201599121,22.14830255508423,-66.5,25.429672718048096,22.96873664855957,25.0
SAMPLE_0868,Intgmultiomics_ct_nifti/SAMPLE_0868.nii,Intgmultiomics_seg_nifti/SAMPLE_0868_seg.nii.gz,-47.09716796875,220.76601600646973,-190.64999389648438,40.474609375,45.056640625,74.0
SAMPLE_1069,Intgmultiomics_ct_nifti/SAMPLE_1069.nii,Intgmultiomics_seg_nifti/SAMPLE_1069_seg.nii.gz,-109.12494659423828,-37.89052677154541,-219.41299438476562,11.367194652557373,9.851568698883057,10.0
SAMPLE_0629,Intgmultiomics_ct_nifti/SAMPLE_0629.nii,Intgmultiomics_seg_nifti/SAMPLE_0629_seg.nii.gz,-10.74020540714264,-1.652313470840454,-44.0,14.044923901557922,17.34961187839508,11.25
SAMPLE_0248,Intgmultiomics_ct_nifti/SAMPLE_0248.nii,Intgmultiomics_seg_nifti/SAMPLE_0248_seg.nii.gz,-80.6640625,195.109375,-360.3299865722656,9.5703125,10.25390625,7.0
SAMPLE_1408,Intgmultiomics_ct_nifti/SAMPLE_1408.nii,Intgmultiomics_seg_nifti/SAMPLE_1408_seg.nii.gz,83.26180481910706,91.19149470329285,-109.40200805664062,11.894534826278687,9.51562786102295,9.375
SAMPLE_0299,Intgmultiomics_ct_nifti/SAMPLE_0299.nii,Intgmultiomics_seg_nifti/SAMPLE_0299_seg.nii.gz,-94.53274536132812,185.42656326293945,-167.45999145507812,13.25390625,11.78125,10.0
SAMPLE_1226,Intgmultiomics_ct_nifti/SAMPLE_1226.nii,Intgmultiomics_seg_nifti/SAMPLE_1226_seg.nii.gz,-67.54522705078125,9.912109375,-249.9266357421875,8.203125,8.203125,6.0
SAMPLE_1581,Intgmultiomics_ct_nifti/SAMPLE_1581.nii,Intgmultiomics_seg_nifti/SAMPLE_1581_seg.nii.gz,-45.236255526542664,12.802831292152405,-216.875,29.019543409347534,17.92383563518524,30.625
SAMPLE_0466,Intgmultiomics_ct_nifti/SAMPLE_0466.nii,Intgmultiomics_seg_nifti/SAMPLE_0466_seg.nii.gz,-51.30733346939087,-19.07801342010498,-185.46200561523438,42.49221086502075,25.148451328277588,65.0
SAMPLE_0814,Intgmultiomics_ct_nifti/SAMPLE_0814.nii,Intgmultiomics_seg_nifti/SAMPLE_0814_seg.nii.gz,-45.74549865722656,12.03125,-113.1510009765625,39.53125,48.125,40.0
SAMPLE_0007,Intgmultiomics_ct_nifti/SAMPLE_0007.nii,Intgmultiomics_seg_nifti/SAMPLE_0007_seg.nii.gz,81.97109985351562,232.69062519073486,-148.76998901367188,18.45703125,18.45703125,14.0
SAMPLE_1647,Intgmultiomics_ct_nifti/SAMPLE_1647.nii,Intgmultiomics_seg_nifti/SAMPLE_1647_seg.nii.gz,87.13359069824219,229.77265644073486,-27.089996337890625,8.203125,6.8359375,6.0
SAMPLE_2024,Intgmultiomics_ct_nifti/SAMPLE_2024.nii,Intgmultiomics_seg_nifti/SAMPLE_2024_seg.nii.gz,-66.8525390625,-91.5498046875,-316.999267578125,18.2109375,18.2109375,15.0
SAMPLE_1696,Intgmultiomics_ct_nifti/SAMPLE_1696.nii,Intgmultiomics_seg_nifti/SAMPLE_1696_seg.nii.gz,-51.58396303653717,-63.64255893230438,-245.0,30.14648973941803,36.175787687301636,40.0
SAMPLE_1131,Intgmultiomics_ct_nifti/SAMPLE_1131.nii,Intgmultiomics_seg_nifti/SAMPLE_1131_seg.nii.gz,66.91996204853058,38.830114245414734,-177.5,70.22461950778961,66.91993153095245,55.0
SAMPLE_0771,Intgmultiomics_ct_nifti/SAMPLE_0771.nii,Intgmultiomics_seg_nifti/SAMPLE_0771_seg.nii.gz,-74.85863173007965,56.03316390514374,-98.3590087890625,8.443358063697815,3.8378900289535522,8.75
SAMPLE_0310,Intgmultiomics_ct_nifti/SAMPLE_0310.nii,Intgmultiomics_seg_nifti/SAMPLE_0310_seg.nii.gz,-91.30470323562622,86.150346159935,-280.0,8.835936069488525,9.572264075279236,5.0
SAMPLE_1550,Intgmultiomics_ct_nifti/SAMPLE_1550.nii,Intgmultiomics_seg_nifti/SAMPLE_1550_seg.nii.gz,58.78140830993652,39.44545888900757,-75.03500366210938,8.50781774520874,8.50781774520874,3.75
SAMPLE_1922,Intgmultiomics_ct_nifti/SAMPLE_1922.nii,Intgmultiomics_seg_nifti/SAMPLE_1922_seg.nii.gz,-50.78312683105469,60.46875,-115.8599853515625,9.84375,9.84375,9.0
SAMPLE_0189,Intgmultiomics_ct_nifti/SAMPLE_0189.nii,Intgmultiomics_seg_nifti/SAMPLE_0189_seg.nii.gz,-26.33203125,241.31015634536743,-225.54000854492188,21.19140625,20.5078125,15.0
SAMPLE_0539,Intgmultiomics_ct_nifti/SAMPLE_0539.nii,Intgmultiomics_seg_nifti/SAMPLE_0539_seg.nii.gz,-80.49787902832031,162.03593826293945,-145.02999877929688,40.1640625,39.40625,33.0
SAMPLE_1379,Intgmultiomics_ct_nifti/SAMPLE_1379.nii,Intgmultiomics_seg_nifti/SAMPLE_1379_seg.nii.gz,-43.330151438713074,75.61511099338531,-129.375,17.84178936481476,18.69139838218689,15.0
SAMPLE_1718,Intgmultiomics_ct_nifti/SAMPLE_1718.nii,Intgmultiomics_seg_nifti/SAMPLE_1718_seg.nii.gz,68.70329570770264,12.61731767654419,-112.25,12.61719560623169,12.61719560623169,13.75
SAMPLE_0158,Intgmultiomics_ct_nifti/SAMPLE_0158.nii,Intgmultiomics_seg_nifti/SAMPLE_0158_seg.nii.gz,-71.05076098442078,79.31254196166992,-233.75,17.34961187839508,11.566407918930054,20.0
SAMPLE_0813,Intgmultiomics_ct_nifti/SAMPLE_0813.nii,Intgmultiomics_seg_nifti/SAMPLE_0813_seg.nii.gz,106.7635327577591,51.37488555908203,-133.99301147460938,24.08202052116394,28.095690608024597,18.75
SAMPLE_0461,Intgmultiomics_ct_nifti/SAMPLE_0461.nii,Intgmultiomics_seg_nifti/SAMPLE_0461_seg.nii.gz,-42.377949953079224,-62.8359169960022,-126.02099609375,22.441409826278687,22.441409826278687,17.5
SAMPLE_1586,Intgmultiomics_ct_nifti/SAMPLE_1586.nii,Intgmultiomics_seg_nifti/SAMPLE_1586_seg.nii.gz,108.65899658203125,173.82343673706055,-254.54998779296875,9.820308208465576,9.001949191093445,7.5
SAMPLE_1221,Intgmultiomics_ct_nifti/SAMPLE_1221.nii,Intgmultiomics_seg_nifti/SAMPLE_1221_seg.nii.gz,-66.05587232112885,24.68558132648468,-119.18399047851562,8.228516936302185,8.976563930511475,7.5
SAMPLE_1640,Intgmultiomics_ct_nifti/SAMPLE_1640.nii,Intgmultiomics_seg_nifti/SAMPLE_1640_seg.nii.gz,-20.01953125,-190.62890625,372.0,10.773434162139893,8.46484112739563,7.5
SAMPLE_2023,Intgmultiomics_ct_nifti/SAMPLE_2023.nii,Intgmultiomics_seg_nifti/SAMPLE_2023_seg.nii.gz,51.229522705078125,54.345703125,-273.723876953125,22.55859375,14.35546875,15.0
SAMPLE_0776,Intgmultiomics_ct_nifti/SAMPLE_0776.nii,Intgmultiomics_seg_nifti/SAMPLE_0776_seg.nii.gz,32.351704120635986,-37.085837841033936,-90.24798583984375,10.257818698883057,12.625007629394531,8.75
SAMPLE_1136,Intgmultiomics_ct_nifti/SAMPLE_1136.nii,Intgmultiomics_seg_nifti/SAMPLE_1136_seg.nii.gz,111.39862966537476,0.7579350471496582,-72.95700073242188,5.304690837860107,7.578129768371582,3.75
SAMPLE_1691,Intgmultiomics_ct_nifti/SAMPLE_1691.nii,Intgmultiomics_seg_nifti/SAMPLE_1691_seg.nii.gz,-8.52974557876587,50.44914269447327,-55.75,12.011715173721313,12.011715173721313,12.5
SAMPLE_1925,Intgmultiomics_ct_nifti/SAMPLE_1925.nii,Intgmultiomics_seg_nifti/SAMPLE_1925_seg.nii.gz,-67.28125,129.203125,-69.911376953125,5.2734375,6.4453125,4.000244140625
SAMPLE_1557,Intgmultiomics_ct_nifti/SAMPLE_1557.nii,Intgmultiomics_seg_nifti/SAMPLE_1557_seg.nii.gz,-100.65702819824219,172.640625,-216.01998901367188,20.4140625,17.2734375,8.0
SAMPLE_0317,Intgmultiomics_ct_nifti/SAMPLE_0317.nii,Intgmultiomics_seg_nifti/SAMPLE_0317_seg.nii.gz,41.868141174316406,-32.95302104949951,-98.07598876953125,19.07813549041748,16.476571559906006,11.25
SAMPLE_0652,Intgmultiomics_ct_nifti/SAMPLE_0652.nii,Intgmultiomics_seg_nifti/SAMPLE_0652_seg.nii.gz,-93.54908752441406,180.8359375,-224.07000732421875,8.859375,10.3359375,3.0
SAMPLE_1012,Intgmultiomics_ct_nifti/SAMPLE_1012.nii,Intgmultiomics_seg_nifti/SAMPLE_1012_seg.nii.gz,-80.24992370605469,25.078261375427246,-59.412994384765625,13.375007629394531,12.539069652557373,10.0
SAMPLE_1473,Intgmultiomics_ct_nifti/SAMPLE_1473.nii,Intgmultiomics_seg_nifti/SAMPLE_1473_seg.nii.gz,-17.3168306350708,14.769596815109253,-78.343994140625,34.98047947883606,46.640639305114746,45.0
SAMPLE_1801,Intgmultiomics_ct_nifti/SAMPLE_1801.nii,Intgmultiomics_seg_nifti/SAMPLE_1801_seg.nii.gz,55.46342468261719,-27.697265625,-689.75537109375,5.73046875,7.00390625,4.0
SAMPLE_0594,Intgmultiomics_ct_nifti/SAMPLE_0594.nii,Intgmultiomics_seg_nifti/SAMPLE_0594_seg.nii.gz,-82.24710083007812,15.453125,-144.3505859375,10.0625,12.21875,9.0
SAMPLE_0233,Intgmultiomics_ct_nifti/SAMPLE_0233.nii,Intgmultiomics_seg_nifti/SAMPLE_0233_seg.nii.gz,-38.18527913093567,6.296780586242676,-123.87200927734375,25.974597573280334,32.271469712257385,27.5
SAMPLE_0545,Intgmultiomics_ct_nifti/SAMPLE_0545.nii,Intgmultiomics_seg_nifti/SAMPLE_0545_seg.nii.gz,-73.0986328125,-220.5634765625,214.5,8.068359375,6.275390625,4.0
SAMPLE_0937,Intgmultiomics_ct_nifti/SAMPLE_0937.nii,Intgmultiomics_seg_nifti/SAMPLE_0937_seg.nii.gz,-58.24223184585571,74.88273000717163,-153.75,23.296868324279785,20.800775289535522,15.0
SAMPLE_1305,Intgmultiomics_ct_nifti/SAMPLE_1305.nii,Intgmultiomics_seg_nifti/SAMPLE_1305_seg.nii.gz,88.66424036026001,45.46890068054199,-157.5,21.21876335144043,22.734389305114746,15.0
SAMPLE_1764,Intgmultiomics_ct_nifti/SAMPLE_1764.nii,Intgmultiomics_seg_nifti/SAMPLE_1764_seg.nii.gz,-81.677734375,-154.912109375,-213.49949645996094,8.88671875,11.62109375,4.199981689453125
SAMPLE_0124,Intgmultiomics_ct_nifti/SAMPLE_0124.nii,Intgmultiomics_seg_nifti/SAMPLE_0124_seg.nii.gz,49.26970314979553,24.55674397945404,-211.87701416015625,18.603524565696716,17.11524260044098,13.75
SAMPLE_0683,Intgmultiomics_ct_nifti/SAMPLE_0683.nii,Intgmultiomics_seg_nifti/SAMPLE_0683_seg.nii.gz,42.9296875,-111.3984375,406.9044494628906,14.734375,14.734375,18.2003173828125
SAMPLE_1988,Intgmultiomics_ct_nifti/SAMPLE_1988.nii,Intgmultiomics_seg_nifti/SAMPLE_1988_seg.nii.gz,-87.84375,185.8125,-604.102783203125,10.0625,7.90625,5.600341796875
SAMPLE_1959,Intgmultiomics_ct_nifti/SAMPLE_1959.nii,Intgmultiomics_seg_nifti/SAMPLE_1959_seg.nii.gz,-84.5703125,196.39453125,-582.504638671875,13.8515625,9.234375,5.600341796875
SAMPLE_1060,Intgmultiomics_ct_nifti/SAMPLE_1060.nii,Intgmultiomics_seg_nifti/SAMPLE_1060_seg.nii.gz,-92.17965364456177,16.171940803527832,-122.10198974609375,24.257819652557373,24.257819652557373,13.75
SAMPLE_0620,Intgmultiomics_ct_nifti/SAMPLE_0620.nii,Intgmultiomics_seg_nifti/SAMPLE_0620_seg.nii.gz,59.040618896484375,216.20078134536743,8.829986572265625,15.72265625,15.72265625,12.0
SAMPLE_0187,Intgmultiomics_ct_nifti/SAMPLE_0187.nii,Intgmultiomics_seg_nifti/SAMPLE_0187_seg.nii.gz,60.02550828456879,-52.62493133544922,-175.64300537109375,14.800787687301636,18.08985161781311,15.0
SAMPLE_0241,Intgmultiomics_ct_nifti/SAMPLE_0241.nii,Intgmultiomics_seg_nifti/SAMPLE_0241_seg.nii.gz,-69.43741989135742,-34.71864891052246,-92.50799560546875,31.562519073486328,26.03907823562622,25.0
SAMPLE_0994,Intgmultiomics_ct_nifti/SAMPLE_0994.nii,Intgmultiomics_seg_nifti/SAMPLE_0994_seg.nii.gz,81.40226101875305,47.41008257865906,-156.25399780273438,24.152337312698364,23.257806301116943,25.0
SAMPLE_1401,Intgmultiomics_ct_nifti/SAMPLE_1401.nii,Intgmultiomics_seg_nifti/SAMPLE_1401_seg.nii.gz,-91.21593308448792,66.50398516654968,-140.44400024414062,23.941412687301636,22.167974710464478,26.875
SAMPLE_1873,Intgmultiomics_ct_nifti/SAMPLE_1873.nii,Intgmultiomics_seg_nifti/SAMPLE_1873_seg.nii.gz,-244.74609375,55.20703125,-312.0,12.890625,11.1328125,14.0
SAMPLE_1377,Intgmultiomics_ct_nifti/SAMPLE_1377.nii,Intgmultiomics_seg_nifti/SAMPLE_1377_seg.nii.gz,82.89437866210938,1.84375,-158.77700805664062,18.4375,16.59375,8.75
SAMPLE_0290,Intgmultiomics_ct_nifti/SAMPLE_0290.nii,Intgmultiomics_seg_nifti/SAMPLE_0290_seg.nii.gz,39.16827392578125,174.13750076293945,-129.97000122070312,7.27734375,8.89453125,7.0
SAMPLE_0537,Intgmultiomics_ct_nifti/SAMPLE_0537.nii,Intgmultiomics_seg_nifti/SAMPLE_0537_seg.nii.gz,-121.70156860351562,208.00234413146973,-209.3599853515625,10.25390625,8.88671875,6.0
SAMPLE_0945,Intgmultiomics_ct_nifti/SAMPLE_0945.nii,Intgmultiomics_seg_nifti/SAMPLE_0945_seg.nii.gz,64.77923583984375,184.65703201293945,-114.5,6.978515625,5.427734375,5.0
SAMPLE_0156,Intgmultiomics_ct_nifti/SAMPLE_0156.nii,Intgmultiomics_seg_nifti/SAMPLE_0156_seg.nii.gz,46.04270815849304,80.8710081577301,-243.35699462890625,10.992184162139893,10.207028150558472,7.5
SAMPLE_1716,Intgmultiomics_ct_nifti/SAMPLE_1716.nii,Intgmultiomics_seg_nifti/SAMPLE_1716_seg.nii.gz,97.67950487136841,-17.226674556732178,-135.75,13.124992370605469,11.484368324279785,8.75
SAMPLE_1588,Intgmultiomics_ct_nifti/SAMPLE_1588.nii,Intgmultiomics_seg_nifti/SAMPLE_1588_seg.nii.gz,-92.21495056152344,20.166015625,-157.590087890625,13.148441791534424,16.07031774520874,9.375
SAMPLE_1138,Intgmultiomics_ct_nifti/SAMPLE_1138.nii,Intgmultiomics_seg_nifti/SAMPLE_1138_seg.nii.gz,44.79488480091095,-28.50588572025299,-95.01998901367188,43.166009306907654,60.26952242851257,46.25
SAMPLE_0778,Intgmultiomics_ct_nifti/SAMPLE_0778.nii,Intgmultiomics_seg_nifti/SAMPLE_0778_seg.nii.gz,-22.436930298805237,51.02527940273285,-92.322998046875,19.48241436481476,20.41014838218689,20.0
SAMPLE_0319,Intgmultiomics_ct_nifti/SAMPLE_0319.nii,Intgmultiomics_seg_nifti/SAMPLE_0319_seg.nii.gz,130.66731142997742,-42.08207869529724,-169.17498779296875,8.85937213897705,9.597653150558472,6.25
SAMPLE_1559,Intgmultiomics_ct_nifti/SAMPLE_1559.nii,Intgmultiomics_seg_nifti/SAMPLE_1559_seg.nii.gz,20.796234130859375,-43.85546875,-259.911865234375,11.265625,9.65625,13.0
SAMPLE_0939,Intgmultiomics_ct_nifti/SAMPLE_0939.nii,Intgmultiomics_seg_nifti/SAMPLE_0939_seg.nii.gz,-75.359375,6.625,-192.5,12.421875,14.078125,8.75
SAMPLE_1253,Intgmultiomics_ct_nifti/SAMPLE_1253.nii,Intgmultiomics_seg_nifti/SAMPLE_1253_seg.nii.gz,-54.00700378417969,52.546875,-80.01800537109375,40.96875,28.5,61.25
SAMPLE_1986,Intgmultiomics_ct_nifti/SAMPLE_1986.nii,Intgmultiomics_seg_nifti/SAMPLE_1986_seg.nii.gz,-79.021484375,126.998046875,-659.248291015625,12.982421875,15.2734375,7.1993408203125
SAMPLE_0861,Intgmultiomics_ct_nifti/SAMPLE_0861.nii,Intgmultiomics_seg_nifti/SAMPLE_0861_seg.nii.gz,70.79679203033447,12.312435150146484,-73.5419921875,17.69921326637268,16.92968225479126,13.75
SAMPLE_0413,Intgmultiomics_ct_nifti/SAMPLE_0413.nii,Intgmultiomics_seg_nifti/SAMPLE_0413_seg.nii.gz,-49.942469120025635,21.84762167930603,-49.18701171875,26.34569823741913,25.703120231628418,26.25
SAMPLE_0072,Intgmultiomics_ct_nifti/SAMPLE_0072.nii,Intgmultiomics_seg_nifti/SAMPLE_0072_seg.nii.gz,52.32621109485626,60.92777502536774,-143.13299560546875,8.601563930511475,8.601563930511475,7.5
SAMPLE_1632,Intgmultiomics_ct_nifti/SAMPLE_1632.nii,Intgmultiomics_seg_nifti/SAMPLE_1632_seg.nii.gz,54.02349853515625,168.2906265258789,-294.0999755859375,8.046875,9.65625,7.0
SAMPLE_1195,Intgmultiomics_ct_nifti/SAMPLE_1195.nii,Intgmultiomics_seg_nifti/SAMPLE_1195_seg.nii.gz,39.02358102798462,86.71891975402832,-99.60198974609375,16.476571559906006,15.609383583068848,11.875
SAMPLE_1144,Intgmultiomics_ct_nifti/SAMPLE_1144.nii,Intgmultiomics_seg_nifti/SAMPLE_1144_seg.nii.gz,-56.222591161727905,101.80873322486877,-188.125,10.636723756790161,9.876957774162292,5.625
SAMPLE_0704,Intgmultiomics_ct_nifti/SAMPLE_0704.nii,Intgmultiomics_seg_nifti/SAMPLE_0704_seg.nii.gz,-89.72578430175781,174.90625,-171.5,15.72265625,14.35546875,12.0
